"longitude","latitude","   Population (2007)= ","   Households (2005)= ","   Town name= ","     Province= ","     No. of Barangays= ","   Year Town Created=","   Contact Nos=","Elevation: ","Photo: ","      Risk Data="
124.35645,7.06799," 23137"," 4223","KABUNTALAN (TUMBAO)","MAGUINDANAO","",""," "," "," ","1 govt municipal health center"
124.468,6.84822," 71971"," 8073","MAGANOY (SHARIFF AGUAK)(Capital)","MAGUINDANAO","",""," "," "," ","1 govt provincial hospital,1 govt municipal health center"
124.267,7.369," 60935"," 11402","PARANG","MAGUINDANAO","",""," "," "," ","1 govt municipal health center"
124.302,7.274," 94861"," 16996","SULTAN KUDARAT (NULING)","MAGUINDANAO","",""," "," "," "," "
124.586,6.89216," 25766"," 6426","SULTAN SA BARONGIS (LAMBAYONG)","MAGUINDANAO","",""," "," "," ","1 govt municipal health center"
125.15,8.05," 5915"," 1039","LINABO (MALAYBALAY)","BUKIDNON","",""," "," "," ","1 govt rural health unit"
121.838,13.44829," 50823"," 9836","BOAC","MARINDUQUE","61",""," "," "," ","1 govt hospital,1 govt rural health unit,1 govt municipal center,38 govt elem schools,3 govt high schools"
121.945,13.257," 21018"," 3868","BUENAVISTA","MARINDUQUE","15",""," "," "," ","1 govt municipal health center"
121.847,13.323," 33772"," 5943","GASAN","MARINDUQUE","25",""," "," "," ","1 govt municipal health center"
121.8599,13.47608," 33341"," 6540","MOGPOG","MARINDUQUE","37",""," "," "," ","1 govt municipal health center,25 govt elem schools,5 govt high schools"
122.0269,13.4763," 61322"," 12014","SANTA CRUZ","MARINDUQUE","55",""," "," "," ","1 govt district hospital,2 govt municipal health centers,46 govt elem schools,14 govt high schools"
122.084,13.323," 29360"," 5641","TORRIJOS","MARINDUQUE","25",""," "," "," ","1 govt municipal hospital,1 govt municipal health center,24 govt elem schools,5 govt high schools"
123.397,12.513," 62635"," 10736","AROROY","MASBATE","",""," "," "," ","1 govt municipal hospital,1 govt rural health unit"
123.495,12.475," 21639"," 3612","BALENO","MASBATE","",""," "," "," ","1 govt rural health unit"
123.194,12.036," 31484"," 5547","BALUD","MASBATE","",""," "," "," ","1 govt municipal hospital,1 govt rural health unit"
123.77241,12.42382," 12585"," 2529","BATUAN","MASBATE","",""," "," "," ","1 govt rural health unit"
123.99431,12.016279," 48827"," 9310","CATAINGAN","MASBATE","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
123.766,11.93333," 59658"," 10304","CAWAYAN","MASBATE","",""," "," "," ","1 govt municipal hospital,1 govt rural health unit"
123.25,12.9," 40336"," 7730","CLAVERIA","MASBATE","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
123.857,12.193," 22723"," 4367","DIMASALANG","MASBATE","",""," "," "," ","1 govt hospital,1 govt rural health unit"
124.06258,11.73299," 16834"," 3389","ESPERANZA","MASBATE","",""," "," "," ","1 govt rural health unit"
123.285,12.23," 34401"," 6119","MANDAON","MASBATE","",""," "," "," ","1 govt community hospital,1 govt rural health unit"
123.625,12.367," 81585"," 13400","MASBATE","MASBATE","",""," "," "," ","1 govt provincial hospital,1 govt rural health unit"
123.508,12.218," 48185"," 8304","MILAGROS","MASBATE","",""," "," "," ","1 govt rural health unit"
123.657,12.337," 32740"," 5199","MOBO","MASBATE","",""," "," "," ","1 govt rural health unit"
123.921,12.148," 24830"," 5141","PALANAS","MASBATE","",""," "," "," ","1 govt rural health unit"
124.031,11.9," 22102"," 4769","PIO V. CORPUZ (LIMBUHAN)","MASBATE","",""," "," "," ","1 govt rural health unit"
123.921,11.87," 48469"," 9035","PLACER","MASBATE","",""," "," "," ","1 govt rural health unit"
122.977,13.132," 41736"," 7353","SAN PASCUAL","MASBATE","",""," "," "," ","1 govt rural health unit"
123.787,12.223," 50404"," 8436","USON","MASBATE","",""," "," "," ","1 govt rural health unit"
120.972,14.653," 1378856"," 249567","CALOOCAN CITY","METRO MANILA","",""," "," "," ","Pls zoom into detailed Metro Manila map"
120.98,14.483," 532330"," 97962","LAS PINAS","METRO MANILA","",""," "," "," ","Pls zoom into detailed Metro Manila map"
121.032,14.567," 510383"," 98225","MAKATI CITY","METRO MANILA","",""," "," "," ","Pls zoom into detailed Metro Manila map"
120.95138,14.66667," 363681"," 74137","MALABON","METRO MANILA","",""," "," "," ","Pls zoom into detailed Metro Manila map"
121.025,14.588," 305576"," 59682","MANDALUYONG","METRO MANILA","",""," "," "," ","Pls zoom into detailed Metro Manila map"
120.992,14.6," 1660714"," 333547","CITY OF MANILA (Capital of the Philippines)","METRO MANILA","",""," "," "," ","Pls zoom into detailed Metro Manila map"
121.095,14.633," 424610"," 80160","MARIKINA CITY","METRO MANILA","",""," "," "," ","Pls zoom into detailed Metro Manila map"
121.048,14.392," 452942"," 78016","MUNTINLUPA CITY","METRO MANILA","",""," "," "," ","Pls zoom into detailed Metro Manila map"
120.95,14.653," 245344"," 49450","NAVOTAS CITY","METRO MANILA","",""," "," "," ","Pls zoom into detailed Metro Manila map"
120.992,14.502," 552660"," 94109","PARAÑAQUE CITY","METRO MANILA","",""," "," "," ","Pls zoom into detailed Metro Manila map"
120.998,14.55," 354908"," 78180","PASAY CITY","METRO MANILA","",""," "," "," ","Pls zoom into detailed Metro Manila map"
121.075,14.56," 617301"," 107835","PASIG CITY","METRO MANILA","",""," "," "," ","Pls zoom into detailed Metro Manila map"
121.065,14.548," 61940"," 12029","PATEROS","METRO MANILA","",""," "," "," ","Pls zoom into detailed Metro Manila map"
121.004,14.623," 2679450"," 480624","QUEZON CITY","METRO MANILA","",""," "," "," ","Pls zoom into detailed Metro Manila map"
121.073,14.528," 613343"," 102723","TAGUIG CITY","METRO MANILA","",""," "," "," ","Pls zoom into detailed Metro Manila map"
120.73,13.445," 25152"," 4590","ABRA DE ILOG","OCCIDENTAL MINDORO","9",""," "," "," ","1 govt municipal hospital,1 govt rural health unit"
120.942,12.578," 26779"," 4617","CALINTAAN","OCCIDENTAL MINDORO","7",""," "," "," ","1 govt rural health unit"
120.25,13.722," 11310"," 2014","LOOC","OCCIDENTAL MINDORO","9",""," "," "," ","1 govt rural health unit,9 govt elem schools,2 govt high schools"
120.1212,13.85515," 28267"," 5082","LUBANG","OCCIDENTAL MINDORO","16",""," "," "," ","1 govt district hospital,1 govt rural health unit,12 govt elem schools,4 govt high schools"
121.151,12.334," 30459"," 5713","MAGSAYSAY","OCCIDENTAL MINDORO","12",""," "," "," ","1 govt rural health unit"
120.592,13.227," 34487"," 6259","MAMBURAO","OCCIDENTAL MINDORO","15",""," "," "," ","1 govt provincial hospital,1 govt rural health unit"
120.467,13.413," 13718"," 2483","PALUAN","OCCIDENTAL MINDORO","12",""," "," "," ","1 govt hospital,1 govt rural health unit"
120.974,12.455,"32065"," 5678","RIZAL","OCCIDENTAL MINDORO","11",""," "," "," ","1 govt community hospital,1 govt rural health unit"
120.767,12.833," 70506"," 12533","SABLAYAN","OCCIDENTAL MINDORO","22",""," "," "," ","1 govt district hospital,1 govt rural health unit"
121.06735,12.35389," 118807"," 22464","SAN JOSE","OCCIDENTAL MINDORO","38",""," "," "," ","1 govt district hospital,2 govt rural health units,3 private hospitals"
120.724,13.073," 30402"," 5407","SANTA CRUZ","OCCIDENTAL MINDORO","11",""," "," "," ","1 govt community hospital,1 govt rural health unit"
121.09679,13.35914," 34127"," 5717","BACO","ORIENTAL MINDORO","27",""," "," "," ","1 govt rural health unit"
121.454,12.858," 35664"," 6938","BANSUD","ORIENTAL MINDORO","13",""," "," "," ","1 govt rural health unit"
121.475,12.758," 61127"," 12020","BONGABONG","ORIENTAL MINDORO","36",""," "," "," ","1 govt community hospital,2 govt rural health units"
121.34381,12.32537," 30188"," 5227","BULALACAO (SAN PEDRO)","ORIENTAL MINDORO","15",""," "," "," ","1 govt community hospital,1 govt rural health unit"
121.182832,13.378675," 116976"," 20929","CALAPAN CITY","ORIENTAL MINDORO","62",""," "," "," ","1 govt provincial hospital,2 govt rural health units,3 private hospitals and 1 private clinic"
121.473,12.967," 40561"," 7640","GLORIA","ORIENTAL MINDORO","27",""," "," "," ","1 govt community hospital,1 govt rural health unit"
121.44203,12.52305," 43974"," 7316","MANSALAY","ORIENTAL MINDORO","17",""," "," "," ","1 govt community hospital,1 govt rural health unit"
121.303,13.32417," 90629"," 16923","NAUJAN","ORIENTAL MINDORO","70",""," "," "," ","1 govt municipal hospital,2 govt rural health units"
121.488,13.042," 77119"," 14326","PINAMALAYAN","ORIENTAL MINDORO","37",""," "," "," ","1 govt rural health unit,3 private hospitals and 1 private clinic"
121.438,13.15," 32635"," 6400","POLA","ORIENTAL MINDORO","23",""," "," "," ","1 govt rural health unit"
120.955162,13.501662," 28035"," 4424","PUERTO GALERA","ORIENTAL MINDORO","13",""," "," "," ","1 govt rural health unit"
121.517,12.587," 46711"," 8057","ROXAS","ORIENTAL MINDORO","20",""," "," "," ","1 govt district hospital"
121.019718,13.435425," 15039"," 2667","SAN TEODORO","ORIENTAL MINDORO","8",""," "," "," ","1 govt rural health unit"
121.404,13.059," 38052"," 7355","SOCORRO","ORIENTAL MINDORO","26",""," "," "," ","1 govt rural health unit"
125.16103,10.52894," 11163"," 2110","SILAGO","SOUTHERN LEYTE","",""," "," "," ","1 govt rural health unit"
123.82,8.418," 23450"," 4766","ALORAN","MISAMIS OCCIDENTAL","",""," "," "," ","1 govt municipal health center"
123.6,8.663," 14927"," 3255","BALIANGAO","MISAMIS OCCIDENTAL","",""," "," "," ","1 govt municipal health center" 
123.615,8.053," 29514"," 5502","BONIFACIO","MISAMIS OCCIDENTAL","",""," "," "," ","1 govt municipal health center,2 private clinics"
123.642,8.562," 19597"," 3665","CALAMBA","MISAMIS OCCIDENTAL","",""," "," "," ","1 govt district hospital,1 govt municipal health center"
123.854,8.21," 33299"," 6094","CLARIN","MISAMIS OCCIDENTAL","",""," "," "," ","1 govt municipal health center,1 private hospital and 1 private clinic"
123.615,8.427," 8355"," 1497","CONCEPCION","MISAMIS OCCIDENTAL","",""," "," "," ","1 govt municipal health center"
123.838,8.337," 24340"," 4997","JIMENEZ","MISAMIS OCCIDENTAL","",""," "," "," ","1 govt community hospital,1 govt municipal health center,1 private clinic"
123.767,8.552," 22120"," 4308","LOPEZ JAENA","MISAMIS OCCIDENTAL","",""," "," "," ","1 govt rural health unit,1 private hospital"
123.805,8.487," 65349"," 12417","OROQUIETA CITY","MISAMIS OCCIDENTAL","",""," "," "," ","1 govt provincial hospital,4 private hospitals"
123.849,8.1517," 123137"," 22170","OZAMIS CITY","MISAMIS OCCIDENTAL","",""," "," "," ","2 govt hospitals,1 govt rural health unit,5 govt municipal health centers,7 private hospitals"
123.837,8.366," 9266"," 1645","PANAON","MISAMIS OCCIDENTAL","",""," "," "," ","1 govt rural health unit"
123.713,8.62," 33073"," 6423","PLARIDEL","MISAMIS OCCIDENTAL","",""," "," "," ","1 govt rural health unit,1 private clinic"
123.567,8.548," 16567"," 3774","SAPANG DALAGA","MISAMIS OCCIDENTAL","",""," "," "," ","1 govt rural health unit"
123.84666,8.29309," 16772"," 3486","SINACABAN","MISAMIS OCCIDENTAL","",""," "," "," ","1 govt rural health unit,1 private hospital"
123.69399,8.06172," 56644"," 9480","TANGUB CITY","MISAMIS OCCIDENTAL","",""," "," "," ","1 govt hospital,2 govt rural health units,2 private hospitals"
123.842,8.248," 25113"," 4617","TUDELA","MISAMIS OCCIDENTAL","",""," "," "," ","1 govt municipal hospital,1 govt rural health unit"
124.473,8.576," 25060"," 4991","ALUBIJID","MISAMIS ORIENTAL","",""," "," "," ","1 govt municipal health center"
124.78692,8.74323," 57765"," 9618","BALINGASAG","MISAMIS ORIENTAL","",""," "," "," ","1 govt community hospital,1 govt municipal health center,1 private clinic"
124.844,9.007," 9021"," 1600","BALINGOAN","MISAMIS ORIENTAL","",""," "," "," ","1 govt municipal health center"
124.781,8.924," 6568"," 1155","BINUANGAN","MISAMIS ORIENTAL","",""," "," "," ","1 govt municipal health center"
124.642,8.48," 553966"," 93525","CAGAYAN DE ORO CITY","MISAMIS ORIENTAL","",""," "," "," ","3 govt hospitals,1 govt municipal health center,9 private hospitals and 1 private clinic"
124.89,8.617," 43514"," 7843","CLAVERIA","MISAMIS ORIENTAL","",""," "," "," ","1 govt municipal hospital,1 govt municipal health center"
124.518,8.567," 41905"," 7290","EL SALVADOR","MISAMIS ORIENTAL","",""," "," "," ","1 govt municipal health center"
125.11,8.832," 112247"," 20081","GINGOOG CITY","MISAMIS ORIENTAL","",""," "," "," ","1 govt district hospital,1 govt municipal health center,2 private hospitals"
124.408,8.599," 14391"," 2774","GITAGUM","MISAMIS ORIENTAL","",""," "," "," ","1 govt municipal health center"
124.303,8.503," 29624"," 5702","INITAO","MISAMIS ORIENTAL","",""," "," "," ","1 govt municipal health center"
124.75,8.654," 45310"," 7662","JASAAN","MISAMIS ORIENTAL","",""," "," "," ","1 govt municipal hospital,1 govt municipal health center"
124.8,8.995," 11915"," 2043","KINOGUITAN","MISAMIS ORIENTAL","",""," "," "," ","1 govt municipal health center"
124.45,8.573," 19952"," 3968","LAGUINDINGAN","MISAMIS ORIENTAL","",""," "," "," ","1 govt municipal health center"
124.40214,8.56289," 11038"," 2081","LIBERTAD","MISAMIS ORIENTAL","",""," "," "," ","1 govt municipal health center"
124.262,8.344," 16863"," 3048","LUGAIT","MISAMIS ORIENTAL","",""," "," "," ","1 govt municipal health center"
124.289,8.411," 25443"," 4746","MANTICAO","MISAMIS ORIENTAL","",""," "," "," ","1 govt community hospital,1 govt municipal health center"
125.023,8.915," 28484"," 4945","MEDINA","MISAMIS ORIENTAL","",""," "," "," ","1 govt municipal health center,1 private hospital"
124.294,8.438," 17988"," 3376","NAAWAN","MISAMIS ORIENTAL","",""," "," "," ","1 govt municipal health center"
124.571,8.525," 47187"," 7798","OPOL","MISAMIS ORIENTAL","",""," "," "," ","1 govt municipal health center"
124.784,8.86," 22577"," 3992","SALAY","MISAMIS ORIENTAL","",""," "," "," ","1 govt municipal health center,1 private clinic"
124.796,8.968," 8164"," 1321","SUGBONGCOGON","MISAMIS ORIENTAL","",""," "," "," ","1 govt municipal health center"
124.7451,8.53815," 56499"," 9269","TAGOLOAN","MISAMIS ORIENTAL","",""," "," "," ","1 govt municipal health center"
124.883,8.995," 20842"," 4050","TALISAYAN","MISAMIS ORIENTAL","",""," "," "," ","1 govt district hospital"
124.768,8.592," 29315"," 4779","VILLANUEVA","MISAMIS ORIENTAL","",""," "," "," ","1 govt municipal health center"
121.098,17.041," 6168"," 1425","BARLIG","MOUNTAIN PROVINCE","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
120.859,16.986," 29382"," 5266","BAUKO","MOUNTAIN PROVINCE","",""," "," "," ","1 govt rural health unit"
120.824,17.116," 7295"," 1735","BESAO","MOUNTAIN PROVINCE","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
120.975,17.1," 24798"," 5035","BONTOC","MOUNTAIN PROVINCE","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
121.289,17.103," 9431"," 1768","NATONIN","MOUNTAIN PROVINCE","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
121.366,17.192," 24705"," 3401","PARACELIS","MOUNTAIN PROVINCE","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
120.915,17," 9098"," 1738","SABANGAN","MOUNTAIN PROVINCE","",""," "," "," ","1 govt rural health unit"
121.035,17.144," 9706"," 1628","SADANGA","MOUNTAIN PROVINCE","",""," "," "," ","1 govt rural health unit"
120.887,17.088," 10930"," 2158","SAGADA","MOUNTAIN PROVINCE","",""," "," "," ","1 private hospital,1 govt rural health unit"
120.817,16.993," 17148"," 3567","TADIAN","MOUNTAIN PROVINCE","",""," "," "," ","1 govt rural health unit"
122.947,10.667," 499497"," 87441","BACOLOD CITY","NEGROS OCCIDENTAL","",""," "," "," ","1 govt hospital,4 private hospitals"
122.833,10.538," 159933"," 27965","BAGO CITY","NEGROS OCCIDENTAL","",""," "," "," ","1 govt hospital,1 govt municipal health center"
122.857,10.195," 64747"," 11092","BINALBAGAN","NEGROS OCCIDENTAL","",""," "," "," ","1 govt infirmary,1 govt rural health unit"
123.31,10.958," 150750"," 26998","CADIZ CITY","NEGROS OCCIDENTAL","",""," "," "," ","1 govt district hospital,1 govt municipal health center"
123.482,10.6," 78452"," 15151","CALATRAVA","NEGROS OCCIDENTAL","",""," "," "," ","1 govt municipal hospital,1 govt rural health unit"
122.596,9.811," 21748"," 3710","CANDONI","NEGROS OCCIDENTAL","",""," "," "," ","1 govt rural health unit"
122.623,9.973," 93569"," 16704","CAUAYAN","NEGROS OCCIDENTAL","",""," "," "," ","1 govt municipal hospital,1 govt rural health unit"
122.977,10.883," 57424"," 10498","ENRIQUE B. MAGALONA (SARAVIA)","NEGROS OCCIDENTAL","",""," "," "," ","1 govt rural health unit"
123.502,10.85819," 92035"," 16160","ESCALANTE","NEGROS OCCIDENTAL","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
122.87,10.097," 102014"," 16878","HIMAMAYLAN","NEGROS OCCIDENTAL","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
122.85,10.275," 80528"," 14342","HINIGARAN","NEGROS OCCIDENTAL","",""," "," "," ","1 govt hospital,1 govt rural health unit"
122.498,9.557," 53894"," 9783","HINOBA-AN","NEGROS OCCIDENTAL","",""," "," "," ","1 govt rural health unit"
122.767,10.027," 53460"," 9141","ILOG","NEGROS OCCIDENTAL","",""," "," "," ","1 govt rural health unit"
122.987,10.207," 58819"," 9469","ISABELA","NEGROS OCCIDENTAL","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
122.812,9.99," 166970"," 27851","KABANKALAN CITY","NEGROS OCCIDENTAL","",""," "," "," ","3 govt hospitals,1 govt rural health unit,1 govt municipal health center,1 private hospital"
122.925,10.425," 63584"," 11082","LA CARLOTA CITY","NEGROS OCCIDENTAL","",""," "," "," ","1 govt district hospital,1 govt municipal health center"
123.017,10.325," 70838"," 11771","LA CASTELLANA","NEGROS OCCIDENTAL","",""," "," "," ","1 govt rural health unit"
123.12,10.96," 52428"," 9512","MANAPLA","NEGROS OCCIDENTAL","",""," "," "," ","1 govt rural health unit"
123.067,10.275," 39239"," 6376","MOISES PADILLA (MAGALLON)","NEGROS OCCIDENTAL","",""," "," "," ","1 govt rural health unit"
123.037,10.607," 71289"," 11644","MURCIA","NEGROS OCCIDENTAL","",""," "," "," ","1 govt rural health unit"
122.87,10.375," 46768"," 8554","PONTEVEDRA","NEGROS OCCIDENTAL","",""," "," "," ","1 govt rural health unit"
122.805,10.517," 27072"," 5175","PULUPANDAN","NEGROS OCCIDENTAL","",""," "," "," ","1 govt rural health unit"
123.424,10.91348," 140511"," 25301","SAGAY CITY","NEGROS OCCIDENTAL","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
123.418,10.478," 129809"," 23941","SAN CARLOS CITY","NEGROS OCCIDENTAL","",""," "," "," ","1 govt hospital,1 govt rural health unit"
122.85,10.417," 22987"," 4419","SAN ENRIQUE","NEGROS OCCIDENTAL","",""," "," "," ","1 govt rural health unit"
122.973,10.802," 120365"," 21446","SILAY CITY","NEGROS OCCIDENTAL","",""," "," "," ","1 govt hospital,1 govt rural health unit"
122.40856,9.7603399," 67211"," 11955","SIPALAY","NEGROS OCCIDENTAL","",""," "," "," ","1 govt rural health unit"
122.967,10.742," 96444"," 15774","TALISAY","NEGROS OCCIDENTAL","",""," "," "," ","1 govt rural health unit"
123.50799,10.7298," 41358"," 8060","TOBOSO","NEGROS OCCIDENTAL","",""," "," "," ","1 govt rural health unit"
122.822,10.462," 34895"," 6653","VALLADOLID","NEGROS OCCIDENTAL","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
123.058,10.905," 88149"," 15361","VICTORIAS CITY","NEGROS OCCIDENTAL","",""," "," "," ","1 private health center,1 govt rural health unit"
123.138,9.858," 42643"," 7989","AYUNGON","NEGROS ORIENTAL","",""," "," "," ","1 govt rural health unit"
123.222,9.467," 22173"," 3851","AYUQUITAN (AMLAN)","NEGROS ORIENTAL","",""," "," "," ","1 govt rural health unit"
123.283,9.25," 28310"," 4832","BACONG","NEGROS ORIENTAL","",""," "," "," ","1 govt rural health unit"
123.12,9.588," 74702"," 13199","BAIS CITY","NEGROS ORIENTAL","",""," "," "," ","1 govt district hospital"
122.64,9.411," 22713"," 4220","BASAY","NEGROS ORIENTAL","",""," "," "," ","1 govt rural health unit"
122.796,9.376," 110250"," 19967","BAYAWAN (TULONG)","NEGROS ORIENTAL","",""," "," "," ","1 govt district hospital and 1 govt hospital,1 govt rural health unit"
123.135,9.759," 36226"," 6682","BINDOY (PAYABON)","NEGROS ORIENTAL","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
123.219,10.384," 50208"," 9302","CANLAON CITY","NEGROS ORIENTAL","",""," "," "," ","1 govt district hospital,1 govt municipal health center"
123.267,9.192," 23681"," 4464","DAUIN","NEGROS ORIENTAL","",""," "," "," ","1 govt municipal health center"
123.307,9.305," 116392"," 21582","DUMAGUETE CITY","NEGROS ORIENTAL","",""," "," "," ","1 govt provincial hospital,1 govt municipal health center,2 private hospitals"
123.272,10.12," 91358"," 17503","GUIHULNGAN","NEGROS ORIENTAL","",""," "," "," ","1 govt hospital and 1 govt community hospital,2 govt municipal health centers"
123.197,9.978," 27728"," 5144","JIMALALUD","NEGROS ORIENTAL","",""," "," "," ","1 govt rural health unit"
123.233,10.03," 37007"," 7024","LA LIBERTAD","NEGROS ORIENTAL","",""," "," "," ","1 govt municipal health center"
123.27082,9.28544," 27933"," 4860","LUZURRIAGA (VALENCIA)","NEGROS ORIENTAL","",""," "," "," ","1 govt municipal health center"
122.936,9.97," 70548"," 12827","MABINAY","NEGROS ORIENTAL","",""," "," "," ","2 govt comunity hospitals,2 govt rural health units"
123.15,9.68," 39722"," 7438","MANJUYOD","NEGROS ORIENTAL","",""," "," "," ","1 govt rural health unit"
123.11,9.491," 34557"," 6617","PAMPLONA","NEGROS ORIENTAL","",""," "," "," ","1 govt rural health unit"
123.247,9.397," 17250"," 3162","SAN JOSE","NEGROS ORIENTAL","",""," "," "," ","1 govt municipal health center"
122.86,9.328," 72629"," 13125","SANTA CATALINA","NEGROS ORIENTAL","",""," "," "," ","1 govt community hospital,1 govt rural health unit"
123.033,9.067," 67943"," 12767","SIATON","NEGROS ORIENTAL","",""," "," "," ","1 govt hospital,1 govt rural health unit"
123.285,9.358," 47162"," 7871","SIBULAN","NEGROS ORIENTAL","",""," "," "," ","1 govt rural health unit"
123.157,9.517," 78539"," 14156","TANJAY","NEGROS ORIENTAL","",""," "," "," ","2 govt rural health units"
123.17,9.929," 32383"," 6311","TAYASAN","NEGROS ORIENTAL","",""," "," "," ","1 govt community hospital,1 govt rural health unit"
123.322,10.34," 34933"," 6753","VALLEHERMOSO","NEGROS ORIENTAL","",""," "," "," ","1 govt municipal health center"
123.2,9.1," 24914"," 4691","ZAMBOANGUITA","NEGROS ORIENTAL","",""," "," "," ","1 govt rural health unit"
124.791,7.201," 65670"," 9395","CARMEN","NORTH  COTABATO","",""," "," "," ","1 govt municipal health center,1 private hospital"
125.111,7.096," 44114"," 7465","MAGPET","NORTH  COTABATO","",""," "," "," ","1 govt municipal health center"
124.71,7.487," 36567"," 6501","BANISILAN","NORTH COTABATO","",""," "," "," ","1 govt municipal health center"
124.80999,7.14174," 73991"," 12663","KABACAN","NORTH COTABATO","",""," "," "," ","1 govt district hospital and 1 govt hospital,1 govt municipal health center,3 private hospitals"
125.091368,7.008494," 117610"," 20393","KIDAPAWAN","NORTH COTABATO","",""," "," "," ","1 govt provincial hospital,1 govt municipal health center,7 private hospitals"
124.519,7.236," 43923"," 7910","LIBUNGAN","NORTH COTABATO","",""," "," "," ","1 govt municipal health center,1 private hospital"
125.089692,6.959488," 71543"," 12380","MAKILALA","NORTH COTABATO","",""," "," "," ","1 govt municipal health center,1 private hospital"
124.9361,7.0891," 66204"," 11706","MATALAM","NORTH COTABATO","",""," "," "," ","1 govt municipal health center,1 private hospital and 1 private clinic"
124.533,7.205," 123324"," 21349","MIDSAYAP","NORTH COTABATO","",""," "," "," ","1 govt hospital,3 private hospitals and 2 private clinics"
124.91,6.933," 86321"," 15533","M'LANG","NORTH COTABATO","",""," "," "," ","1 govt municipal health center,1 govt municipal health center,2 private hospitals and 2 private clinics"
124.417,7.276," 59395"," 10112","PIGKAWAYAN","NORTH COTABATO","",""," "," "," ","1 govt municipal health center"
124.673,7.065," 96372"," 13081","PIKIT","NORTH COTABATO","",""," "," "," ","1 govt municipal health center,1 private clinic"
125.057,7.166," 43133"," 8118","PRES.ROXAS","NORTH COTABATO","",""," "," "," ","1 govt provincial hospital,1 govt municipal health center"
124.828,6.851," 47159"," 8182","TULUNAN","NORTH COTABATO","",""," "," "," ","1 govt district hospital,1 govt municipal hospital,1 govt municipal health center,1 private hospital"
124.283,12.503," 22334"," 4145","ALLEN","NORTHERN SAMAR","20",""," "," "," ","1 govt rural health unit,1 port"
124.36202,12.67995," 10649"," 1661","BIRI","NORTHERN SAMAR","8",""," "," "," ","1 govt district hospital,1 govt rural health unit"
124.56182,12.5288," 19765"," 3213","BOBON","NORTHERN SAMAR","18",""," "," "," ","1 govt rural health unit"
124.18,12.423," 11289"," 2071","CAPUL","NORTHERN SAMAR","12",""," "," "," ","1 govt district hospital,1 govt rural health unit"
124.63819,12.4993," 81067"," 12437","CATARMAN","NORTHERN SAMAR","55",""," "," "," ","1 govt district hospital,1 govt rural health unit,1 private hospital and 2 private clinics"
125.053302,12.408627," 29433"," 5015","CATUBIG","NORTHERN SAMAR","47",""," "," "," ","1 govt district hospital,1 govt rural health unit"
125.29714,12.38671," 21537"," 4434","GAMAY","NORTHERN SAMAR","26",""," "," "," ","1 govt district hospital,1 govt rural health unit"
125.012,12.57," 56196"," 10032","LAOANG","NORTHERN SAMAR","56",""," "," "," ","1 govt district hospital,1 govt rural health unit,1 port"
125.29989,12.31945," 11198"," 1872","LAPINIG","NORTHERN SAMAR","15",""," "," "," ","1 govt rural health unit"
125.029,12.343," 32197"," 5641","LAS NAVAS","NORTHERN SAMAR","53",""," "," "," ","1 govt rural health unit"
124.330313,12.534812," 26131"," 4637","LAVEZARES","NORTHERN SAMAR","26",""," "," "," ","1 govt rural health unit"
125.25409,12.47505," 12221"," 2059","MAPANAS","NORTHERN SAMAR","13",""," "," "," ","1 govt rural health unit"
124.751692,12.517297," 32718"," 5252","MONDRAGON","NORTHERN SAMAR","24",""," "," "," ","1 govt rural health unit"
125.11552,12.54588," 31398"," 5852","PALAPAG","NORTHERN SAMAR","32",""," "," "," ","1 govt rural health unit"
124.92528,12.56448," 27837"," 4432","PAMBUJAN","NORTHERN SAMAR","26",""," "," "," ","1 govt rural health unit"
124.423,12.525," 8920"," 1534","ROSARIO","NORTHERN SAMAR","11",""," "," "," ","1 govt rural health unit"
124.275,12.413," 8151"," 1667","SAN ANTONIO","NORTHERN SAMAR","10",""," "," "," ","1 govt district hospital,1 govt rural health unit"
124.343,12.382," 23573"," 4484","SAN ISIDRO","NORTHERN SAMAR","14",""," "," "," ","1 govt rural health unit,1 port"
124.497,12.532," 15185"," 2729","SAN JOSE","NORTHERN SAMAR","16",""," "," "," ","1 govt rural health unit,1 port"
124.87555,12.539715," 22897"," 3505","SAN ROQUE","NORTHERN SAMAR","16",""," "," "," ","1 govt rural health unit"
124.0995,12.2785," 6506"," 1261","SAN VICENTE","NORTHERN SAMAR","7",""," "," "," ","1 govt rural health unit"
124.854,12.302," 13761"," 2009","SILVINO LOBOS","NORTHERN SAMAR","26",""," "," "," ","1 govt rural health unit"
124.31412,12.44679," 12623"," 2354","VICTORIA","NORTHERN SAMAR","16",""," "," "," ","1 govt rural health unit"
